City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
82,kande,9.9578,1.0447,29.19,32,14,1.27,TG,1699786606
83,pelabuhanratu,-6.9875,106.5514,27.34,81,49,2.56,ID,1699786607
84,queenstown,-31.8976,26.8753,23.13,26,35,3.99,ZA,1699786608
85,camana,-16.6228,-72.7111,19.44,92,97,4.21,PE,1699786609
86,arendal,58.4615,8.7725,2.89,96,100,8.3,NO,1699786610
87,mejit,10.2753,170.8646,27.62,82,100,11.16,MH,1699786611
88,new norfolk,-42.7826,147.0587,10.4,65,92,2.76,AU,1699786613
89,mangrol,21.1167,70.1167,31.97,29,100,1.41,IN,1699786614
90,kunyang,27.6658,120.5658,14.21,79,97,3.38,CN,1699786615
91,san antonio de pale,-1.4014,5.6325,25.96,84,95,2.12,GQ,1699786616
92,lycksele,64.5954,18.6735,-4.07,86,100,2.57,SE,1699786616
93,las palmas de gran canaria,28.0997,-15.4134,24.32,69,20,8.75,ES,1699786617
94,kavieng,-2.5744,150.7967,27.49,73,81,2.23,PG,1699786618
95,ranau,5.9538,116.6641,22.12,97,75,0.29,MY,1699786619
96,togur,58.3631,82.8265,0.64,99,100,2.68,RU,1699786620
97,tsengel,49.4783,100.8894,-10.55,69,45,1.08,MN,1699786621
98,chinde,26.8418,88.0763,15.7,67,14,0.9,NP,1699786622
99,kuraymah,18.55,31.85,37.0,16,67,2.28,SD,1699786623
100,shortandy,51.7006,70.9994,3.97,80,100,4.4,KZ,1699786624
101,caluula,11.9661,50.7569,27.52,79,81,7.55,SO,1699786625
102,qaqortoq,60.7167,-46.0333,-6.11,81,76,1.91,GL,1699786626
103,thompson,55.7435,-97.8558,0.09,86,100,3.6,CA,1699786627
104,kruisfontein,-34.0033,24.7314,20.08,44,57,9.39,ZA,1699786628
105,talcahuano,-36.7167,-73.1167,3.82,87,0,2.57,CL,1699786629
106,nova sintra,14.8667,-24.7167,23.1,67,47,4.12,CV,1699786630
107,port elizabeth,-33.918,25.5701,22.16,57,20,9.26,ZA,1699786631
108,ust-nera,64.5667,143.2,-28.82,94,50,0.57,RU,1699786632
109,manggar,-2.8833,108.2667,28.83,70,89,3.57,ID,1699786634
110,dudinka,69.4058,86.1778,-4.1,95,100,7.6,RU,1699786635
111,tolanaro,-25.0319,46.9987,28.04,51,20,11.83,MG,1699786637
112,arraial do cabo,-22.9661,-42.0278,25.92,83,20,2.57,BR,1699786637
113,mount pearl,47.5166,-52.7813,1.19,94,75,7.72,CA,1699786638
114,geraldton,-28.7667,114.6,23.23,60,13,7.72,AU,1699786639
115,tosontsengel,48.7567,98.2839,-17.45,82,100,0.36,MN,1699786640
116,hinthada,17.6333,95.4667,27.34,80,87,2.79,MM,1699786641
117,chonchi,-42.6128,-73.8092,3.95,88,57,1.41,CL,1699786642
118,trail,49.0998,-117.7022,6.65,99,59,0.39,CA,1699786643
119,beledweyne,4.7358,45.2036,32.46,47,73,5.15,SO,1699786644
120,parkano,62.0167,23.0167,0.36,96,100,4.95,FI,1699786645
121,tauranga,-37.6861,176.1667,13.81,76,0,1.34,NZ,1699786149
122,petropavlovsk-kamchatsky,53.0452,158.6483,-3.08,74,75,12.52,RU,1699786647
123,tazovsky,67.4667,78.7,-1.99,97,100,4.48,RU,1699786648
124,hammerfest,70.6634,23.6821,-1.75,69,0,5.14,NO,1699786649
125,codrington,-38.2667,141.9667,10.75,82,57,4.49,AU,1699786650
126,brookings,44.3114,-96.7984,0.77,84,0,3.09,US,1699786651
127,isafjordur,66.0755,-23.124,0.02,86,0,1.03,IS,1699786652
128,jianshui,23.6363,102.8264,20.39,74,78,1.57,CN,1699786653
129,broken hill,-31.95,141.4333,23.02,18,22,7.35,AU,1699786654
130,ingeniero jacobacci,-41.3427,-69.5448,2.52,45,2,9.03,AR,1699786655
131,kerikeri,-35.2268,173.9474,9.91,85,50,1.74,NZ,1699786656
132,hami,42.8,93.45,5.79,26,0,1.23,CN,1699786657
133,lupane,-18.9315,27.807,41.27,11,10,0.68,ZW,1699786658
134,enewetak,11.3474,162.3373,28.13,77,100,7.82,MH,1699786659
135,helston,50.1032,-5.2705,13.11,100,100,4.12,GB,1699786660
136,kalmunai,7.4167,81.8167,27.64,80,86,4.85,LK,1699786661
137,haiku-pauwela,20.9219,-156.3051,24.47,73,75,5.66,US,1699786662
138,teple,48.3086,39.5737,12.68,87,100,8.71,UA,1699786663
139,pont rouge,48.8833,-72.0825,-4.84,97,53,2.67,CA,1699786664
140,egilsstadir,65.2653,-14.3948,-9.05,92,20,1.03,IS,1699786665
141,sitionuevo,10.7774,-74.7205,27.09,94,40,1.86,CO,1699786666
142,el colomo,19.05,-104.25,24.99,84,49,1.69,MX,1699786667
143,chernyshevskiy,63.0128,112.4714,-15.51,97,96,0.73,RU,1699786668
144,gazli,40.1333,63.45,14.16,23,2,2.48,UZ,1699786668
145,nouadhibou,20.931,-17.0347,23.99,43,74,5.14,MR,1699786669
146,anori,-3.7728,-61.6442,27.97,69,95,1.21,BR,1699786670
147,yeosu,34.7546,127.6599,5.8,69,3,6.81,KR,1699786671
148,mount gambier,-37.8333,140.7667,9.71,84,70,2.61,AU,1699786672
149,mata-utu,-13.2816,-176.1745,28.09,79,87,4.17,WF,1699786673
150,hithadhoo,-0.6,73.0833,27.77,78,47,4.42,MV,1699786674
151,christchurch,-43.5333,172.6333,15.82,72,99,1.54,NZ,1699786476
152,khandyga,62.6667,135.6,-21.67,98,100,1.45,RU,1699786675
153,fisterra,42.9049,-9.2629,20.01,94,98,8.67,ES,1699786676
154,linxia chengguanzhen,35.6003,103.2064,-0.15,72,91,0.68,CN,1699786678
155,weno,7.4515,151.8468,26.97,94,75,0.0,FM,1699786680
156,mili,6.0815,171.735,28.66,80,100,7.76,MH,1699786681
157,novouzensk,50.4592,48.1431,8.94,57,100,7.58,RU,1699786683
158,kone,-21.0595,164.8658,20.12,77,68,1.82,NC,1699786684
159,hadibu,12.65,54.0333,27.95,78,88,6.43,YE,1699786685
160,yoloten,37.2989,62.3597,19.36,30,69,6.01,TM,1699786686
161,winnemucca,40.973,-117.7357,-3.97,58,0,2.57,US,1699786687
162,galesong,-5.3166,119.3661,30.01,73,13,6.88,ID,1699786688
163,aroma,15.8167,36.1333,34.71,27,99,4.43,SD,1699786689
164,semenivka,52.1783,32.5818,6.22,95,100,4.46,UA,1699786690
165,cabo san lucas,22.8909,-109.9124,25.28,70,21,0.45,MX,1699786692
166,chibougamau,49.9168,-74.3659,-5.21,86,100,2.06,CA,1699786693
167,dhromolaxia,34.8755,33.5868,29.58,60,9,3.58,CY,1699786695
168,comodoro rivadavia,-45.8667,-67.5,8.92,43,0,11.32,AR,1699786696
169,timbuktu,16.7735,-3.0074,35.48,6,1,5.86,ML,1699786697
170,quellon,-43.1167,-73.6167,5.43,83,72,3.57,CL,1699786698
171,guozhen,34.3659,107.359,6.15,60,100,1.14,CN,1699786699
172,porto novo,6.4965,2.6036,30.9,57,38,2.14,BJ,1699786700
173,pangody,65.85,74.4859,-3.13,96,97,4.64,RU,1699786701
174,kapiri mposhi,-13.9652,28.6809,32.76,24,38,1.29,ZM,1699786702
175,raduzhny,62.0961,77.475,-0.38,94,100,2.93,RU,1699786703
176,borzya,50.3833,116.5167,-14.21,98,14,1.42,RU,1699786704
177,inirida,3.8653,-67.9239,23.87,94,69,0.64,CO,1699786704
178,gao,16.6362,1.637,34.07,7,0,7.12,ML,1699786705
179,cozumel,20.5083,-86.9458,24.41,97,100,5.78,MX,1699786707
180,santa cruz,-17.8,-63.1667,27.03,74,32,8.23,BO,1699786517
181,sidi ifni,29.3797,-10.173,28.86,40,88,0.38,MA,1699786709
182,el granada,37.5027,-122.4694,15.71,72,40,0.45,US,1699786623
183,kauhajoki,62.4333,22.1833,-1.61,94,100,1.34,FI,1699786711
184,basoko,1.2391,23.616,21.96,97,100,1.05,CD,1699786712
185,cootamundra,-34.65,148.0333,15.53,21,83,2.57,AU,1699786713
186,kulhudhuffushi,6.6221,73.07,25.27,93,100,5.37,MV,1699786714
187,puerto baquerizo moreno,-0.9,-89.6,23.78,80,82,5.43,EC,1699786715
188,sitka,57.0531,-135.33,4.94,75,75,3.6,US,1699786716
189,gurupi,-11.7292,-49.0686,31.16,40,60,2.16,BR,1699786717
190,yambio,4.5721,28.3955,30.29,54,56,0.8,SS,1699786461
191,rawalpindi,33.6007,73.0679,22.91,52,1,1.34,PK,1699786718
192,haizhou,34.5817,119.1289,5.05,31,1,5.36,CN,1699786719
193,doume,4.2333,13.45,27.19,72,76,0.48,CM,1699786720
194,connell,46.6635,-118.8611,9.09,87,99,2.75,US,1699786722
195,newman,37.3138,-121.0208,8.13,66,14,0.71,US,1699786723
196,invercargill,-46.4,168.35,13.34,91,95,0.45,NZ,1699786062
197,anadyr,64.75,177.4833,-0.72,100,100,22.0,RU,1699786724
198,charters towers,-20.1,146.2667,22.26,63,49,5.9,AU,1699786725
199,cockburn town,21.4612,-71.1419,28.11,77,18,8.86,TC,1699786726
200,alofi,-19.0595,-169.9187,21.94,94,100,5.66,NU,1699786727
201,longyearbyen,78.2186,15.6401,-3.09,74,75,5.66,SJ,1699786728
202,souillac,-20.5167,57.5167,27.21,69,40,5.66,MU,1699786729
203,east london,-33.0153,27.9116,23.52,53,40,9.77,ZA,1699786730
204,petrovsk-zabaykal'skiy,51.273,108.843,-11.07,91,2,0.9,RU,1699786731
205,nova vicosa,-17.8919,-39.3719,27.62,63,0,6.03,BR,1699786732
206,saipan,15.1355,145.701,28.39,78,20,6.17,MP,1699786733
207,alice springs,-23.7,133.8833,29.75,23,92,3.09,AU,1699786734
208,ketchikan,55.3422,-131.6461,5.99,93,100,1.54,US,1699786735
209,labrador city,52.9463,-66.9114,-7.05,86,100,2.06,CA,1699786736
210,el matama,16.7095,33.3565,36.09,22,63,1.6,SD,1699786736
211,dapa,9.7594,126.0531,27.75,77,69,3.25,PH,1699786737
212,sile,41.1754,29.6133,19.37,55,100,0.45,TR,1699786738
213,mutuali,-14.8706,37.0044,33.69,34,51,0.68,MZ,1699786739
214,puerto ayora,-0.7393,-90.3518,24.19,89,88,3.58,EC,1699786740
215,thames,-37.1333,175.5333,9.86,90,0,1.62,NZ,1699786741
216,vesele,47.0148,34.915,12.69,61,60,12.34,UA,1699786742
217,vadso,70.0744,29.7487,-5.91,79,32,2.57,NO,1699786743
218,sandnessjoen,66.0217,12.6316,-1.71,72,6,8.89,NO,1699786744
219,bereznik,62.8551,42.7072,-1.49,83,95,3.03,RU,1699786745
220,badger,64.8,-147.5333,-8.07,79,100,0.0,US,1699786746
221,basavakalyan,17.8667,76.95,29.0,39,85,4.55,IN,1699786747
222,bardai,11.65,7.2333,33.62,13,77,4.27,NG,1699786748
223,mirny,62.5353,113.9611,-13.2,84,100,4.02,RU,1699786749
224,pavilosta,56.8879,21.1859,7.95,82,100,3.33,LV,1699786750
225,uturoa,-16.7333,-151.4333,26.95,80,32,2.7,PF,1699786751
226,luderitz,-26.6481,15.1594,28.24,34,0,13.75,NA,1699786752
227,teterow,53.7833,12.5667,7.49,69,100,2.61,DE,1699786753
228,selfoss,63.9331,-20.9971,3.91,80,100,3.59,IS,1699786641
229,karasburg,-28.0167,18.75,27.35,8,0,4.15,NA,1699786755
230,zemio,5.0314,25.1361,28.26,70,84,1.39,CF,1699786756
231,mount isa,-20.7333,139.5,26.87,54,70,2.06,AU,1699786757
232,keita,14.7551,5.7749,35.02,11,43,7.23,NE,1699786758
233,hamilton,39.1834,-84.5333,4.93,79,40,3.6,US,1699786495
234,'anat al qadimah,34.4659,41.9331,27.52,22,98,5.65,IQ,1699786761
235,laojunmiao,39.8333,97.7333,0.74,40,76,2.57,CN,1699786761
236,pitimbu,-7.4706,-34.8086,27.33,63,66,6.85,BR,1699786762
237,north bend,43.4065,-124.2243,11.07,93,100,4.12,US,1699786764
238,ghadamis,30.1337,9.5007,23.37,27,15,3.3,LY,1699786765
239,kampong speu,11.5,104.3333,26.71,83,39,0.88,KH,1699786765
240,talnakh,69.4865,88.3972,-4.33,95,100,6.34,RU,1699786766
241,pirai do sul,-24.5261,-49.9486,25.51,46,76,1.13,BR,1699786767
242,teguise,29.0605,-13.564,22.12,64,20,4.12,ES,1699786768
243,roma,43.2128,-75.4557,1.01,73,100,0.0,US,1699786769
244,tsiombe,-25.3,45.4833,34.41,25,0,4.84,MG,1699786770
245,tarare,45.8976,4.4327,14.01,87,86,5.38,FR,1699786772
246,san patricio,28.017,-97.5169,16.02,91,100,2.86,US,1699786773
247,manaure,11.7751,-72.4445,27.8,82,100,7.49,CO,1699786776
248,lagunas,-5.2269,-75.6753,23.9,86,77,1.12,PE,1699786777
249,mambajao,9.2504,124.7156,28.03,81,81,5.66,PH,1699786778
250,boende,-0.2167,20.8667,26.07,88,100,0.66,CD,1699786779
251,akureyri,65.6835,-18.0878,-6.04,93,0,2.06,IS,1699786779
252,n'zeto,-7.2312,12.8666,28.05,73,87,2.84,AO,1699786780
253,murun-kuren,49.6342,100.1625,-8.94,53,77,1.29,MN,1699786781
254,lazaro cardenas,17.9583,-102.2,24.84,86,9,2.01,MX,1699786782
255,dauphin,51.1494,-100.0502,1.08,86,100,2.57,CA,1699786783
256,dar chioukh,34.8964,3.4854,17.82,32,85,6.82,DZ,1699786784
257,pimentel,-6.8367,-79.9342,19.16,82,0,4.12,PE,1699786785
258,praia da vitoria,38.7333,-27.0667,21.14,73,40,12.43,PT,1699786786
259,sambava,-14.2667,50.1667,27.38,72,69,7.36,MG,1699786786
260,vilyuchinsk,52.9306,158.4028,-2.26,87,52,2.96,RU,1699786787
261,pasuquin,18.3328,120.6177,28.97,65,75,5.66,PH,1699786788
262,saint-pierre,-21.3393,55.4781,26.21,65,100,6.69,RE,1699786789
263,canmore,51.0834,-115.3521,1.06,99,61,1.54,CA,1699786790
264,usinsk,65.9939,57.5281,-9.4,96,26,3.58,RU,1699786791
265,konarka,19.9,86.1167,30.22,64,36,5.15,IN,1699786792
266,antsiranana,-12.2787,49.2917,34.42,46,20,6.17,MG,1699786793
267,querqueville,49.6625,-1.6912,13.43,94,75,5.66,FR,1699786794
268,xam nua,20.4197,104.0439,19.63,91,100,1.26,LA,1699786794
269,xiaogan,30.9167,113.9,10.05,63,43,4.51,CN,1699786795
270,byron bay,-28.65,153.6167,20.06,81,50,7.26,AU,1699786796
271,yanchep,-31.55,115.6833,22.07,67,79,4.57,AU,1699786797
272,zhangye,38.9342,100.4517,2.64,30,57,1.91,CN,1699786798
273,veraval,20.9,70.3667,32.07,32,87,0.73,IN,1699786799
274,erdenet,49.0333,104.0833,-11.88,81,1,1.58,MN,1699786800
275,ad dawadimi,24.5077,44.3924,27.64,22,25,2.62,SA,1699786801
276,la sarre,48.8002,-79.1996,-12.26,99,94,1.96,CA,1699786743
277,ad dabbah,18.05,30.95,35.98,16,77,1.6,SD,1699786812
278,harnoli,32.2792,71.5539,26.19,30,0,1.01,PK,1699786820
279,santo antonio,-6.3106,-35.4789,28.17,60,60,6.47,BR,1699786824
280,fale old settlement,-9.3852,-171.2468,29.01,75,85,2.46,TK,1699786826
281,nongstoin,25.5167,91.2667,14.58,94,7,0.5,IN,1699786827
282,gunjur,13.2019,-16.7339,29.04,58,99,1.54,GM,1699786828
283,kingston,17.997,-76.7936,28.53,74,20,4.12,JM,1699786184
284,batyrevo,55.0675,47.6111,5.18,80,100,6.87,RU,1699786831
285,nabire,-3.3667,135.4833,29.44,71,24,5.19,ID,1699786833
286,axim,4.8699,-2.2405,29.25,70,74,2.54,GH,1699786835
287,matthew town,20.95,-73.6667,27.24,82,13,9.16,BS,1699786837
288,kodiak,57.79,-152.4072,1.08,68,0,4.99,US,1699786839
289,moree,-29.4667,149.85,28.57,40,38,1.51,AU,1699786837
290,severo-yeniseyskiy,60.3725,93.0408,-4.12,98,100,0.89,RU,1699786841
291,illizi,26.4833,8.4667,24.89,22,1,1.78,DZ,1699786842
292,tampakan,6.4442,124.9264,24.86,88,100,1.3,PH,1699786843
293,kapsan-up,41.0903,128.2933,-6.85,59,2,2.02,KP,1699786844
294,tindouf,27.6711,-8.1474,24.25,25,0,2.06,DZ,1699786845
295,jitra,6.2681,100.4217,30.94,70,20,3.09,MY,1699786847
296,yung shue wan,22.2333,114.1167,24.86,69,53,0.45,HK,1699786850
297,horsham,51.064,-0.3272,9.69,88,75,2.06,GB,1699786850
298,xiahu,26.6106,119.9483,17.74,81,100,2.23,CN,1699786852
299,bubaque,11.2833,-15.8333,28.0,60,100,2.43,GW,1699786853
300,peace river,56.2501,-117.286,3.17,93,100,6.69,CA,1699786854
301,nemuro,43.3236,145.575,4.62,62,27,4.81,JP,1699786855
302,aasiaat,68.7098,-52.8699,-10.24,76,100,4.09,GL,1699786856
303,makokou,0.5738,12.8642,28.76,63,86,0.28,GA,1699786857
304,altamirano,16.8833,-92.15,13.67,99,100,0.62,MX,1699786858
305,anjiang,27.3194,110.1031,6.41,93,100,2.53,CN,1699786859
306,tonekabon,36.8163,50.8738,19.97,75,0,5.12,IR,1699786860
307,lugovoye,42.9094,72.7178,5.93,79,100,0.53,KZ,1699786861
308,jinja,0.439,33.2032,26.79,59,68,1.23,UG,1699786862
309,kharp,66.8014,65.8081,-5.57,96,100,3.29,RU,1699786863
310,saint joseph,39.7686,-94.8466,4.2,74,0,3.68,US,1699786865
311,bandarbeyla,9.4942,50.8122,29.05,70,83,7.39,SO,1699786866
312,leava,-14.3,-178.1667,27.79,81,87,5.71,WF,1699786868
313,chulucanas,-5.0925,-80.1625,20.19,79,4,2.74,PE,1699786869
314,al jawf,29.5,38.75,28.46,21,100,4.06,SA,1699786870
315,tual,-5.6667,132.75,28.08,78,5,4.81,ID,1699786871
316,lorengau,-2.0226,147.2712,26.83,78,79,1.06,PG,1699786872
317,dalandzadgad,43.5708,104.425,-1.13,21,100,1.05,MN,1699786873
318,luanda,-8.8368,13.2343,28.0,78,75,4.12,AO,1699786874
319,hassi messaoud,31.6804,6.0729,22.92,31,0,1.54,DZ,1699786875
320,kanal,46.0886,13.6397,12.41,77,95,0.89,SI,1699786877
321,lerwick,60.1545,-1.1494,8.29,73,100,4.02,GB,1699786878
322,mandiana,10.6333,-8.6833,33.95,28,80,0.56,GN,1699786879
323,garden city,42.3256,-83.331,2.75,86,20,1.54,US,1699786631
324,bude,50.8243,-4.5413,12.78,92,96,7.28,GB,1699786881
325,greymouth,-42.4667,171.2,11.13,85,100,1.51,NZ,1699786882
326,la ronge,55.1001,-105.2842,0.14,86,100,1.54,CA,1699786883
327,mitu,1.1983,-70.1733,22.36,98,85,0.86,CO,1699786885
328,kogalym,62.2654,74.4791,0.09,99,100,4.56,RU,1699786886
329,beyneu,45.3167,55.2,11.07,40,63,4.88,KZ,1699786887
330,kabansk,52.0486,106.6528,-8.22,80,1,2.55,RU,1699786888
331,vernon,50.2581,-119.2691,7.34,49,40,1.03,CA,1699786871
332,luena,-11.7833,19.9167,24.1,64,75,3.09,AO,1699786891
333,ta`u,-14.2336,-169.5144,27.38,82,29,5.54,AS,1699786892
334,iwanai,42.9744,140.5089,0.96,81,99,4.7,JP,1699786893
335,san francisco pujiltic,16.2778,-92.4493,20.33,95,89,0.77,MX,1699786894
336,magadan,59.5667,150.8,-12.48,69,100,3.62,RU,1699786895
337,san luis,-33.295,-66.3356,10.16,35,23,12.77,AR,1699786897
338,grand forks,47.9417,-97.4337,-0.72,86,100,5.66,US,1699786899
339,wellington,-41.2866,174.7756,14.48,86,20,10.8,NZ,1699786600
340,kampung sungai ara,5.327,100.2735,30.96,70,20,2.57,MY,1699786901
341,zaragoza,41.6561,-0.8773,21.93,59,0,2.57,ES,1699786901
342,lehre,52.3333,10.6667,9.47,85,0,4.12,DE,1699786903
343,butembo,0.15,29.2833,19.34,91,75,1.15,CD,1699786903
344,rio grande,-32.035,-52.0986,21.06,88,57,1.47,BR,1699786905
345,racine,42.7495,-88.0751,6.89,73,100,2.06,US,1699786905
346,martuk,50.7475,56.5056,7.06,61,24,1.35,KZ,1699786906
347,saint-philippe,-21.3585,55.7679,25.77,79,81,5.26,RE,1699786907
348,hasaki,35.7333,140.8333,11.27,85,100,4.44,JP,1699786909
349,san lawrenz,36.0553,14.204,23.81,60,70,9.16,MT,1699786910
350,margate,51.3813,1.3862,9.94,82,100,2.24,GB,1699786911
351,bantay,17.5847,120.3892,27.47,81,71,2.66,PH,1699786912
352,peterhead,57.5058,-1.7981,1.22,74,78,4.17,GB,1699786913
353,hengchun,22.0042,120.7439,24.79,74,42,14.25,TW,1699786914
354,kismayo,-0.3582,42.5454,29.4,66,26,5.27,SO,1699786916
355,kandahar,31.0,65.75,20.87,19,0,3.42,AF,1699786917
356,kyren,51.6828,102.1408,-6.7,70,44,1.34,RU,1699786919
357,san julian,21.0167,-102.1667,12.83,95,89,2.54,MX,1699786921
358,naracoorte,-36.9579,140.7383,9.38,87,2,3.35,AU,1699786922
359,nybro,56.7446,15.9071,7.8,90,81,2.7,SE,1699786923
360,hovd,48.0056,91.6419,-5.51,94,55,0.49,MN,1699786925
361,katsuura,35.1333,140.3,11.01,82,94,2.77,JP,1699786926
362,natal,-5.795,-35.2094,28.36,78,40,4.12,BR,1699786755
363,ataq,14.5377,46.8319,28.51,31,17,1.9,YE,1699786928
364,susuman,62.7833,148.1667,-33.64,94,42,0.29,RU,1699786929
365,shpola,49.0069,31.3947,8.12,82,100,7.77,UA,1699786930
